"id","nombre","direccion","distrito","capacidad","estado"
612,"I.E. Leoncio Prado","Av. Los Próceres 7638","Comas",2600,"Activo"
613,"I.E. José Quiñones","Av. Los Próceres 7744","Pueblo Libre",1450,"Activo"
614,"Instituto Ricardo Palma","Av. Túpac Amaru 6807","La Molina",3300,"Activo"
615,"I.E. José Olaya","Av. Túpac Amaru 2686","Santa María del Mar",950,"Activo"
616,"Centro Educativo José Faustino Sánchez Carrión","Av. Aviación 5525","San Juan de Miraflores",4600,"Activo"
617,"Colegio José Faustino Sánchez Carrión","Av. Universitaria 8509","Santiago de Surco",4200,"Activo"
618,"Centro Educativo Ricardo Palma","Av. Angamos 9822","San Bartolo",1850,"Activo"
619,"Instituto José Faustino Sánchez Carrión","Av. Javier Prado 5699","San Martín de Porres",2100,"Activo"
620,"Instituto Leoncio Prado","Av. Túpac Amaru 6957","Independencia",2450,"Activo"
621,"Colegio Santa Rosa","Av. Brasil 9978","Rímac",950,"Activo"
622,"Universidad Santa Rosa","Av. Próceres de la Independencia 2047","El Agustino",3550,"Activo"
623,"Universidad Víctor Raúl Haya de la Torre","Av. Wiesse 630","Lima",4150,"Activo"
624,"Instituto María Reiche","Av. Wiesse 2006","Ancón",1050,"Activo"
625,"Universidad Andrés Avelino Cáceres","Av. Abancay 8921","Lurín",4100,"Activo"
626,"Colegio Alfonso Ugarte","Av. Los Alisos 8521","La Molina",1550,"Activo"
627,"Instituto Ricardo Palma","Av. Próceres de la Independencia 1337","Puente Piedra",4950,"Activo"
628,"Colegio Santa Rosa","Av. Los Alisos 4727","Chorrillos",2550,"Inactivo"
629,"Instituto Daniel Alcides Carrión","Av. Abancay 3651","San Luis",4150,"Activo"
630,"Colegio Daniel Alcides Carrión","Av. Arequipa 9791","Punta Negra",4950,"Activo"
631,"Colegio Túpac Amaru","Av. Los Próceres 2562","Ancón",4800,"Activo"
632,"I.E. Alfonso Ugarte","Av. Brasil 5869","Villa El Salvador",600,"Activo"
633,"Centro Educativo San Martín","Av. Wiesse 3397","San Borja",3700,"Activo"
634,"Universidad Santa Rosa","Av. Abancay 6065","La Victoria",2500,"Activo"
635,"Instituto Leoncio Prado","Av. Angamos 2701","Rímac",2750,"Activo"
636,"Centro Educativo José María Arguedas","Av. Tomás Valle 4885","Puente Piedra",600,"Activo"
637,"Colegio César Vallejo","Av. Próceres de la Independencia 3496","Lurín",1600,"Activo"
638,"Instituto Túpac Amaru","Av. Arequipa 3289","Lurigancho",4650,"Activo"
639,"I.E. Nuestra Señora de Guadalupe","Av. Brasil 2162","Jesús María",500,"Activo"
640,"I.E. Nuestra Señora de Guadalupe","Av. Brasil 7305","Ate",2950,"Activo"
641,"I.E. José Faustino Sánchez Carrión","Av. Abancay 3761","San Bartolo",4250,"Activo"
642,"I.E. Leoncio Prado","Av. Tomás Valle 8303","Lima",4550,"Activo"
643,"Universidad César Vallejo","Av. Universitaria 8366","Chaclacayo",900,"Activo"
644,"Universidad Santa Rosa","Av. Abancay 3612","Los Olivos",3450,"Activo"
645,"Instituto San Martín","Av. Wiesse 9613","Jesús María",4450,"Activo"
646,"Instituto Miguel Grau","Av. Universitaria 9997","San Isidro",500,"Activo"
647,"Colegio Leoncio Prado","Av. Arequipa 5372","Jesús María",2650,"Activo"
648,"I.E. Abraham Valdelomar","Av. Los Alisos 5648","Ate",4450,"Activo"
649,"Universidad Abraham Valdelomar","Av. Los Alisos 4192","San Miguel",3950,"Activo"
650,"Universidad José Olaya","Av. Abancay 7937","El Agustino",1550,"Activo"
651,"Centro Educativo Leoncio Prado","Av. Los Próceres 7301","Chaclacayo",1100,"Activo"
652,"Colegio María Reiche","Av. Angamos 3876","Comas",2700,"Activo"
653,"Colegio Túpac Amaru","Av. Brasil 8803","Lince",950,"Activo"
654,"I.E. San Martín","Av. Javier Prado 9354","Jesús María",1000,"Activo"
655,"Colegio Leoncio Prado","Av. Abancay 3506","Punta Negra",2200,"Activo"
656,"Instituto Ricardo Palma","Av. Universitaria 6934","El Agustino",1550,"Activo"
657,"Universidad Víctor Raúl Haya de la Torre","Av. Brasil 1915","San Martín de Porres",3300,"Activo"
658,"Instituto Túpac Amaru","Av. Próceres de la Independencia 1229","Santa Anita",1600,"Activo"
659,"I.E. José Carlos Mariátegui","Av. Túpac Amaru 8701","Breña",2600,"Activo"
660,"Universidad Santa Rosa","Av. Aviación 544","San Juan de Miraflores",1600,"Activo"
661,"Centro Educativo José Faustino Sánchez Carrión","Av. Tomás Valle 5408","San Luis",500,"Activo"
662,"Universidad César Vallejo","Av. Brasil 2837","San Borja",2300,"Activo"
663,"Centro Educativo Miguel Grau","Av. La Marina 1112","Cieneguilla",1350,"Activo"
664,"Instituto Víctor Raúl Haya de la Torre","Av. Universitaria 5560","Lima",3350,"Inactivo"
665,"Instituto Ricardo Palma","Av. Angamos 4371","Surquillo",950,"Activo"
666,"Colegio José Carlos Mariátegui","Av. Arequipa 1594","San Martín de Porres",3350,"Activo"
667,"Colegio Túpac Amaru","Av. Javier Prado 7477","Chorrillos",2550,"Activo"
668,"Instituto Abraham Valdelomar","Av. Brasil 225","Ate",1400,"Activo"
669,"Instituto Leoncio Prado","Av. Arequipa 5220","Villa El Salvador",4500,"Activo"
670,"I.E. Ricardo Palma","Av. La Marina 6981","Lince",3250,"Activo"
671,"I.E. Daniel Alcides Carrión","Av. Brasil 7721","Santa María del Mar",4750,"Activo"
672,"Instituto Alfonso Ugarte","Av. Los Próceres 5133","Villa María del Triunfo",2800,"Activo"
673,"Centro Educativo Alfonso Ugarte","Av. Universitaria 7819","Ancón",2700,"Activo"
674,"Centro Educativo José Quiñones","Av. Los Alisos 8154","San Bartolo",3150,"Activo"
675,"Universidad San Martín","Av. Aviación 9176","San Miguel",1600,"Activo"
676,"I.E. José María Arguedas","Av. Brasil 9203","Santa Rosa",750,"Activo"
677,"I.E. José Olaya","Av. Arequipa 7396","San Isidro",3650,"Activo"
678,"Universidad Miguel Grau","Av. Arequipa 4436","Lima",4900,"Activo"
679,"Instituto Daniel Alcides Carrión","Av. Abancay 5506","Lurigancho",4050,"Activo"
680,"Centro Educativo Ricardo Palma","Av. Arequipa 3158","Magdalena del Mar",500,"Activo"
681,"Colegio José María Arguedas","Av. Túpac Amaru 5303","San Juan de Lurigancho",2950,"Activo"
682,"Colegio José Quiñones","Av. La Marina 7221","Los Olivos",3550,"Activo"
683,"I.E. Leoncio Prado","Av. Próceres de la Independencia 1850","San Isidro",3150,"Activo"
684,"Instituto María Reiche","Av. Aviación 8447","Punta Hermosa",4200,"Activo"
685,"Centro Educativo Santa Rosa","Av. La Marina 3917","Comas",1800,"Activo"
686,"Colegio Daniel Alcides Carrión","Av. Universitaria 8904","Lima",1500,"Activo"
687,"I.E. Víctor Raúl Haya de la Torre","Av. Túpac Amaru 153","San Bartolo",2650,"Activo"
688,"Centro Educativo José Olaya","Av. Aviación 6843","Villa María del Triunfo",2550,"Activo"
689,"I.E. Nuestra Señora de Guadalupe","Av. Próceres de la Independencia 7229","Comas",1150,"Activo"
690,"Instituto Ricardo Palma","Av. Próceres de la Independencia 7810","Ate",2350,"Activo"
691,"Instituto Nuestra Señora de Guadalupe","Av. Javier Prado 2230","Punta Hermosa",700,"Activo"
692,"Universidad José Carlos Mariátegui","Av. Javier Prado 7962","Lima",4400,"Activo"
693,"Universidad Leoncio Prado","Av. Abancay 5079","Lince",1500,"Activo"
694,"I.E. Leoncio Prado","Av. Abancay 231","San Bartolo",1100,"Activo"
695,"Centro Educativo José Faustino Sánchez Carrión","Av. Los Alisos 3087","Independencia",1300,"Activo"
696,"Instituto Túpac Amaru","Av. Benavides 282","Chorrillos",5000,"Activo"
697,"Centro Educativo Ricardo Palma","Av. Los Próceres 663","San Bartolo",1300,"Activo"
698,"Universidad Leoncio Prado","Av. Javier Prado 1724","Pachacámac",3950,"Activo"
699,"Colegio Andrés Avelino Cáceres","Av. Universitaria 2371","Comas",550,"Activo"
700,"Colegio José Olaya","Av. Universitaria 4348","Carabayllo",2600,"Activo"
701,"Colegio María Reiche","Av. La Marina 4866","Lince",600,"Activo"
702,"Universidad Alfonso Ugarte","Av. Angamos 3558","San Bartolo",4150,"Activo"
703,"Colegio José Faustino Sánchez Carrión","Av. Universitaria 5000","El Agustino",3650,"Activo"
704,"Universidad María Reiche","Av. Universitaria 9157","Chorrillos",4850,"Activo"
705,"Colegio José María Arguedas","Av. Los Próceres 4185","Ancón",4800,"Activo"
706,"I.E. Miguel Grau","Av. Tomás Valle 5202","Pachacámac",2500,"Activo"
707,"Colegio Leoncio Prado","Av. Aviación 5897","Pucusana",2550,"Activo"
708,"Universidad José Faustino Sánchez Carrión","Av. Arequipa 9939","Lince",1450,"Activo"
709,"Universidad José Olaya","Av. Angamos 7926","Comas",3100,"Activo"
710,"Universidad Túpac Amaru","Av. Brasil 2660","Chorrillos",3350,"Activo"
711,"I.E. José Olaya","Av. Wiesse 8965","La Victoria",2850,"Activo"
712,"Colegio José Faustino Sánchez Carrión","Av. Brasil 7358","Lince",500,"Activo"
713,"Colegio José Quiñones","Av. Arequipa 5411","Chaclacayo",3300,"Inactivo"
714,"Instituto Nuestra Señora de Guadalupe","Av. Aviación 1916","Santa Rosa",2550,"Activo"
715,"Centro Educativo Túpac Amaru","Av. Wiesse 2113","Santa Rosa",1700,"Activo"
716,"Colegio Andrés Avelino Cáceres","Av. Arequipa 7708","Ate",800,"Activo"
717,"I.E. Abraham Valdelomar","Av. Universitaria 8359","La Victoria",3750,"Activo"
718,"I.E. José Gálvez","Av. Los Próceres 2573","San Juan de Lurigancho",2750,"Activo"
719,"Centro Educativo Alfonso Ugarte","Av. Benavides 3950","Independencia",3350,"Activo"
720,"I.E. Víctor Raúl Haya de la Torre","Av. Tomás Valle 7382","Lurigancho",1700,"Activo"
721,"Universidad José Olaya","Av. Los Alisos 9453","Santa Anita",1000,"Activo"
722,"I.E. César Vallejo","Av. Abancay 3796","San Martín de Porres",1250,"Activo"
723,"Centro Educativo Víctor Raúl Haya de la Torre","Av. Los Próceres 808","Santa Rosa",1550,"Inactivo"
724,"Instituto San Martín","Av. Javier Prado 4662","San Isidro",4750,"Activo"
725,"I.E. Alfonso Ugarte","Av. La Marina 5099","Lima",4500,"Activo"
726,"I.E. José Faustino Sánchez Carrión","Av. Arequipa 7079","Villa María del Triunfo",1900,"Activo"
727,"I.E. María Reiche","Av. Próceres de la Independencia 8671","Barranco",850,"Activo"
728,"I.E. Santa Rosa","Av. Benavides 1963","Puente Piedra",4950,"Activo"
729,"Instituto José Olaya","Av. Túpac Amaru 4007","Lurín",3550,"Activo"
730,"Universidad José Carlos Mariátegui","Av. Próceres de la Independencia 9698","San Bartolo",5000,"Activo"
731,"I.E. Nuestra Señora de Guadalupe","Av. Próceres de la Independencia 794","Magdalena del Mar",3100,"Activo"
732,"Colegio José Olaya","Av. Tomás Valle 5581","San Isidro",2000,"Activo"
733,"I.E. Nuestra Señora de Guadalupe","Av. Angamos 1975","Santa María del Mar",2700,"Activo"
734,"I.E. José Olaya","Av. Angamos 967","Chaclacayo",1450,"Activo"
735,"Centro Educativo Abraham Valdelomar","Av. Angamos 3428","Chaclacayo",3550,"Activo"
736,"I.E. Daniel Alcides Carrión","Av. Los Próceres 2965","Lurín",2450,"Activo"
737,"Instituto Ricardo Palma","Av. Túpac Amaru 502","Chorrillos",5000,"Activo"
738,"I.E. Ricardo Palma","Av. Benavides 723","Villa El Salvador",4100,"Activo"
739,"Colegio José Carlos Mariátegui","Av. Javier Prado 9808","Magdalena del Mar",1600,"Activo"
740,"Centro Educativo Andrés Avelino Cáceres","Av. Los Alisos 4701","Lurín",900,"Activo"
741,"I.E. Ricardo Palma","Av. Los Alisos 8240","Comas",4800,"Activo"
742,"I.E. Víctor Raúl Haya de la Torre","Av. Arequipa 8685","San Luis",3950,"Activo"
743,"Instituto Túpac Amaru","Av. La Marina 2082","Breña",1800,"Activo"
744,"Colegio Túpac Amaru","Av. Abancay 978","La Victoria",2550,"Activo"
745,"Colegio Abraham Valdelomar","Av. Túpac Amaru 6004","Villa María del Triunfo",3000,"Activo"
746,"Colegio Túpac Amaru","Av. Aviación 2888","Santa Anita",2450,"Activo"
747,"Instituto Miguel Grau","Av. Arequipa 7498","El Agustino",2300,"Inactivo"
748,"Colegio Daniel Alcides Carrión","Av. Angamos 4030","Independencia",4300,"Activo"
749,"Instituto César Vallejo","Av. La Marina 5098","Jesús María",3350,"Activo"
750,"Instituto José Carlos Mariátegui","Av. Tomás Valle 4721","Lurigancho",1000,"Activo"
751,"Centro Educativo José María Arguedas","Av. Universitaria 2550","Villa María del Triunfo",1050,"Activo"
752,"Instituto Túpac Amaru","Av. Angamos 107","Breña",2000,"Activo"
753,"Instituto Ricardo Palma","Av. La Marina 3651","San Martín de Porres",3700,"Activo"
754,"Colegio Nuestra Señora de Guadalupe","Av. Aviación 7791","San Luis",1650,"Activo"
755,"Colegio José Faustino Sánchez Carrión","Av. Brasil 7384","Puente Piedra",4650,"Activo"
756,"Colegio Daniel Alcides Carrión","Av. Universitaria 7350","San Juan de Miraflores",3050,"Activo"
757,"Colegio José Quiñones","Av. Angamos 5611","San Juan de Lurigancho",1300,"Activo"
758,"Colegio Víctor Raúl Haya de la Torre","Av. Arequipa 2269","Independencia",4750,"Activo"
759,"Universidad César Vallejo","Av. Wiesse 968","Pueblo Libre",2700,"Activo"
760,"Instituto Abraham Valdelomar","Av. Benavides 8659","Cieneguilla",2750,"Activo"
761,"Centro Educativo San Martín","Av. Arequipa 5339","San Luis",1350,"Activo"
762,"Instituto Nuestra Señora de Guadalupe","Av. Brasil 3312","Cieneguilla",3900,"Inactivo"
763,"Centro Educativo Nuestra Señora de Guadalupe","Av. Próceres de la Independencia 4446","San Luis",2700,"Activo"
764,"Instituto José María Arguedas","Av. Arequipa 8341","Lurín",1050,"Activo"
765,"Centro Educativo José María Arguedas","Av. Tomás Valle 715","Los Olivos",2850,"Inactivo"
766,"Universidad José Gálvez","Av. Brasil 2018","Miraflores",1300,"Activo"
767,"Centro Educativo María Reiche","Av. Tomás Valle 9755","Santa Anita",4050,"Activo"
768,"I.E. Abraham Valdelomar","Av. Brasil 3739","Chaclacayo",3750,"Activo"
769,"Universidad Santa Rosa","Av. Aviación 9119","Lurigancho",2600,"Activo"
770,"Instituto Ricardo Palma","Av. Próceres de la Independencia 227","Ancón",4450,"Activo"
771,"Colegio Alfonso Ugarte","Av. Aviación 3508","Independencia",1550,"Activo"
772,"Centro Educativo Andrés Avelino Cáceres","Av. La Marina 5730","El Agustino",3200,"Activo"
773,"I.E. Abraham Valdelomar","Av. Brasil 1330","Breña",1550,"Activo"
774,"Centro Educativo Abraham Valdelomar","Av. Arequipa 2891","Jesús María",600,"Activo"
775,"I.E. Túpac Amaru","Av. Aviación 9686","Barranco",1150,"Activo"
776,"Instituto Daniel Alcides Carrión","Av. Brasil 807","San Juan de Lurigancho",1950,"Activo"
777,"Universidad Andrés Avelino Cáceres","Av. Arequipa 464","Miraflores",1250,"Activo"
778,"I.E. José Gálvez","Av. Túpac Amaru 7864","El Agustino",1450,"Activo"
779,"Centro Educativo María Reiche","Av. Tomás Valle 5157","Santiago de Surco",4800,"Activo"
780,"Colegio César Vallejo","Av. Brasil 8687","Barranco",2750,"Activo"
781,"Centro Educativo Santa Rosa","Av. Universitaria 3427","Villa María del Triunfo",1250,"Activo"
782,"Instituto María Reiche","Av. Universitaria 5286","San Juan de Miraflores",3100,"Activo"
783,"Universidad José Carlos Mariátegui","Av. Angamos 6115","Cieneguilla",2500,"Activo"
784,"Instituto Ricardo Palma","Av. Los Próceres 6575","El Agustino",2400,"Activo"
785,"Instituto Alfonso Ugarte","Av. Universitaria 2744","Cieneguilla",1100,"Activo"
786,"Universidad José María Arguedas","Av. Próceres de la Independencia 2422","Pueblo Libre",3550,"Activo"
787,"Colegio Miguel Grau","Av. La Marina 5434","Barranco",4150,"Activo"
788,"Universidad José Gálvez","Av. Brasil 7308","Punta Hermosa",4800,"Activo"
789,"Colegio Víctor Raúl Haya de la Torre","Av. Tomás Valle 8724","San Bartolo",3550,"Activo"
790,"I.E. San Martín","Av. Aviación 4912","Ancón",4600,"Activo"
791,"Colegio Túpac Amaru","Av. Túpac Amaru 7490","Lurín",1950,"Activo"
792,"Colegio José Carlos Mariátegui","Av. Javier Prado 173","Santa María del Mar",800,"Activo"
793,"Universidad César Vallejo","Av. Tomás Valle 8522","Chaclacayo",1000,"Activo"
794,"Centro Educativo Víctor Raúl Haya de la Torre","Av. Los Alisos 1883","Pachacámac",3650,"Activo"
795,"I.E. Ricardo Palma","Av. Tomás Valle 9833","Pachacámac",4200,"Activo"
796,"Universidad José Olaya","Av. La Marina 2934","Magdalena del Mar",3050,"Activo"
797,"Universidad José Gálvez","Av. Arequipa 7192","Santa Anita",900,"Activo"
798,"Universidad Andrés Avelino Cáceres","Av. La Marina 9871","San Martín de Porres",3400,"Activo"
799,"Instituto Miguel Grau","Av. Tomás Valle 3123","La Victoria",850,"Activo"
800,"Universidad José Faustino Sánchez Carrión","Av. Wiesse 2981","La Victoria",1250,"Activo"
